Accident_ID,Date,Year,Month,Month_Num,Day_of_Week,State,City,Accident_Severity,Number_of_Casualties,Weather_Condition,Road_Type,Vehicle_Type,Time_of_Day,Is_Fatal
ACC0599,2023-06-11,2023,June,6,Sunday,Telangana,Nizamabad,High,5,Hazy,State Highway,Tempo,Night (19-23),1
ACC0600,2022-06-18,2022,June,6,Saturday,Uttar Pradesh,Kanpur,High,13,Hazy,Urban Road,Truck,Morning (6-10),1
ACC0601,2023-05-12,2023,May,5,Friday,Telangana,Khammam,Low,0,Hazy,Service Road,Car,Evening (15-19),0
ACC0602,2021-05-04,2021,May,5,Tuesday,Uttar Pradesh,Kanpur,High,11,Clear,Urban Road,Tempo,Night (19-23),1
ACC0603,2022-04-10,2022,April,4,Sunday,Bihar,Gaya,Low,2,Stormy,National Highway,Car,Late Night (23-6),0
ACC0604,2021-08-05,2021,August,8,Thursday,Telangana,Khammam,Medium,4,Foggy,State Highway,Auto-Rickshaw,Afternoon (10-15),0
ACC0605,2022-07-20,2022,July,7,Wednesday,Madhya Pradesh,Ujjain,Low,1,Clear,Expressway,Car,Late Night (23-6),0
ACC0606,2020-05-28,2020,May,5,Thursday,Telangana,Nizamabad,High,13,Foggy,Urban Road,Auto-Rickshaw,Late Night (23-6),1
ACC0607,2021-05-27,2021,May,5,Thursday,West Bengal,Siliguri,Medium,3,Stormy,Urban Road,SUV,Night (19-23),0
ACC0608,2023-10-27,2023,October,10,Friday,West Bengal,Durgapur,Medium,4,Clear,National Highway,Bus,Afternoon (10-15),0
ACC0609,2023-10-18,2023,October,10,Wednesday,Rajasthan,Udaipur,High,13,Cloudy,Expressway,Car,Evening (15-19),1
ACC0610,2021-05-23,2021,May,5,Sunday,Karnataka,Bengaluru,Medium,4,Cloudy,National Highway,Auto-Rickshaw,Afternoon (10-15),0
ACC0611,2022-09-02,2022,September,9,Friday,Gujarat,Vadodara,High,9,Rainy,State Highway,Tempo,Afternoon (10-15),1
ACC0612,2022-10-18,2022,October,10,Tuesday,Rajasthan,Jodhpur,Low,1,Hazy,State Highway,Truck,Afternoon (10-15),0
ACC0613,2021-05-26,2021,May,5,Wednesday,Bihar,Bhagalpur,High,6,Rainy,National Highway,Tempo,Night (19-23),1
ACC0614,2023-06-11,2023,June,6,Sunday,Uttar Pradesh,Noida,High,10,Clear,Expressway,Two-Wheeler,Night (19-23),1
ACC0615,2023-03-22,2023,March,3,Wednesday,Karnataka,Mangaluru,High,13,Rainy,Urban Road,Bus,Afternoon (10-15),1
ACC0616,2023-03-27,2023,March,3,Monday,Tamil Nadu,Chennai,High,12,Stormy,Expressway,Car,Late Night (23-6),1
ACC0617,2021-12-12,2021,December,12,Sunday,Madhya Pradesh,Indore,High,13,Cloudy,Rural Road,Two-Wheeler,Morning (6-10),1
ACC0618,2020-01-25,2020,January,1,Saturday,Rajasthan,Kota,Low,1,Stormy,Expressway,SUV,Evening (15-19),0
ACC0619,2021-01-18,2021,January,1,Monday,Telangana,Nizamabad,Low,2,Rainy,Urban Road,Two-Wheeler,Afternoon (10-15),0
ACC0620,2022-10-18,2022,October,10,Tuesday,Madhya Pradesh,Indore,Medium,4,Cloudy,Urban Road,SUV,Night (19-23),0
ACC0621,2021-07-26,2021,July,7,Monday,West Bengal,Howrah,Low,2,Stormy,Service Road,Truck,Morning (6-10),0
ACC0622,2021-07-06,2021,July,7,Tuesday,Rajasthan,Ajmer,High,8,Cloudy,State Highway,SUV,Afternoon (10-15),1
ACC0623,2022-08-26,2022,August,8,Friday,Uttar Pradesh,Kanpur,Medium,6,Cloudy,Expressway,Tempo,Evening (15-19),0
ACC0624,2022-09-23,2022,September,9,Friday,Karnataka,Hubli,High,5,Stormy,Rural Road,Car,Afternoon (10-15),1
ACC0625,2020-05-02,2020,May,5,Saturday,Rajasthan,Udaipur,High,6,Cloudy,Rural Road,Tempo,Evening (15-19),1
ACC0626,2021-06-16,2021,June,6,Wednesday,Gujarat,Vadodara,High,9,Stormy,Urban Road,Car,Night (19-23),1
ACC0627,2020-09-05,2020,September,9,Saturday,Gujarat,Gandhinagar,Medium,6,Rainy,State Highway,SUV,Evening (15-19),0
ACC0628,2021-12-28,2021,December,12,Tuesday,Gujarat,Gandhinagar,Medium,5,Cloudy,National Highway,Bus,Late Night (23-6),0
ACC0629,2021-08-09,2021,August,8,Monday,West Bengal,Howrah,Medium,4,Rainy,Rural Road,Tempo,Late Night (23-6),0
ACC0630,2023-03-16,2023,March,3,Thursday,Madhya Pradesh,Bhopal,Low,0,Clear,Urban Road,Two-Wheeler,Evening (15-19),0
ACC0631,2023-12-25,2023,December,12,Monday,Karnataka,Belagavi,Medium,5,Hazy,Urban Road,Tempo,Late Night (23-6),0
ACC0632,2022-12-02,2022,December,12,Friday,West Bengal,Siliguri,Low,0,Rainy,State Highway,Tempo,Afternoon (10-15),0
ACC0633,2023-09-17,2023,September,9,Sunday,Karnataka,Bengaluru,Low,0,Rainy,National Highway,Car,Night (19-23),0
ACC0634,2023-01-28,2023,January,1,Saturday,Uttar Pradesh,Lucknow,Medium,2,Cloudy,National Highway,Two-Wheeler,Late Night (23-6),0
ACC0635,2020-11-14,2020,November,11,Saturday,Maharashtra,Nashik,Medium,4,Foggy,Rural Road,Tempo,Afternoon (10-15),0
ACC0636,2020-09-25,2020,September,9,Friday,Telangana,Warangal,Low,1,Clear,Urban Road,SUV,Night (19-23),0
ACC0637,2022-08-14,2022,August,8,Sunday,Telangana,Nizamabad,Medium,6,Stormy,State Highway,Auto-Rickshaw,Late Night (23-6),0
ACC0638,2022-07-24,2022,July,7,Sunday,Bihar,Muzaffarpur,High,13,Stormy,Urban Road,Two-Wheeler,Night (19-23),1
ACC0639,2023-01-10,2023,January,1,Tuesday,Rajasthan,Jaipur,Low,1,Cloudy,Urban Road,Truck,Evening (15-19),0
ACC0640,2020-01-22,2020,January,1,Wednesday,Uttar Pradesh,Noida,Medium,5,Rainy,Expressway,Car,Night (19-23),0
ACC0641,2022-09-04,2022,September,9,Sunday,Karnataka,Bengaluru,High,14,Cloudy,State Highway,SUV,Morning (6-10),1
ACC0642,2023-01-27,2023,January,1,Friday,Gujarat,Surat,High,11,Cloudy,Rural Road,Truck,Afternoon (10-15),1
ACC0643,2023-08-15,2023,August,8,Tuesday,Madhya Pradesh,Jabalpur,Low,1,Rainy,Service Road,Truck,Late Night (23-6),0
ACC0644,2023-06-09,2023,June,6,Friday,Karnataka,Hubli,High,9,Hazy,Rural Road,Truck,Morning (6-10),1
ACC0645,2021-01-08,2021,January,1,Friday,Tamil Nadu,Madurai,Medium,6,Clear,Rural Road,Two-Wheeler,Late Night (23-6),0
ACC0646,2022-10-04,2022,October,10,Tuesday,Rajasthan,Udaipur,Low,2,Clear,National Highway,Truck,Morning (6-10),0
ACC0647,2021-07-31,2021,July,7,Saturday,Karnataka,Mysuru,Medium,2,Hazy,State Highway,Car,Afternoon (10-15),0
ACC0648,2020-01-31,2020,January,1,Friday,West Bengal,Howrah,Medium,5,Foggy,Urban Road,Bus,Morning (6-10),0
ACC0649,2021-11-07,2021,November,11,Sunday,Maharashtra,Pune,Low,1,Clear,National Highway,Auto-Rickshaw,Night (19-23),0
ACC0650,2021-01-06,2021,January,1,Wednesday,Rajasthan,Udaipur,High,6,Cloudy,Service Road,Truck,Night (19-23),1
ACC0651,2022-06-26,2022,June,6,Sunday,Rajasthan,Jaipur,Medium,2,Rainy,Expressway,Tempo,Afternoon (10-15),0
ACC0652,2022-08-26,2022,August,8,Friday,Madhya Pradesh,Gwalior,Low,2,Foggy,National Highway,Tempo,Late Night (23-6),0
ACC0653,2022-12-02,2022,December,12,Friday,Maharashtra,Nagpur,Medium,3,Cloudy,Urban Road,Car,Afternoon (10-15),0
ACC0654,2020-08-19,2020,August,8,Wednesday,Rajasthan,Kota,Low,1,Foggy,Expressway,Car,Night (19-23),0
ACC0655,2021-05-12,2021,May,5,Wednesday,Uttar Pradesh,Lucknow,High,12,Stormy,Service Road,Auto-Rickshaw,Afternoon (10-15),1
ACC0656,2022-01-30,2022,January,1,Sunday,Maharashtra,Pune,Medium,6,Rainy,Urban Road,SUV,Morning (6-10),0
ACC0657,2020-05-02,2020,May,5,Saturday,Gujarat,Surat,Medium,2,Hazy,State Highway,Bus,Afternoon (10-15),0
ACC0658,2021-10-10,2021,October,10,Sunday,Telangana,Nizamabad,Medium,2,Cloudy,Service Road,Bus,Evening (15-19),0
ACC0659,2020-10-02,2020,October,10,Friday,Karnataka,Bengaluru,Medium,6,Cloudy,Urban Road,Auto-Rickshaw,Night (19-23),0
ACC0660,2021-01-23,2021,January,1,Saturday,Bihar,Gaya,Medium,5,Stormy,Urban Road,SUV,Late Night (23-6),0
ACC0661,2023-02-09,2023,February,2,Thursday,Tamil Nadu,Chennai,Low,1,Stormy,Urban Road,Auto-Rickshaw,Evening (15-19),0
ACC0662,2022-07-18,2022,July,7,Monday,Uttar Pradesh,Noida,Medium,2,Cloudy,Expressway,SUV,Evening (15-19),0
ACC0663,2023-06-24,2023,June,6,Saturday,Rajasthan,Udaipur,Low,2,Hazy,Rural Road,Truck,Late Night (23-6),0
ACC0664,2023-10-31,2023,October,10,Tuesday,West Bengal,Durgapur,Medium,4,Rainy,Rural Road,Tempo,Evening (15-19),0
ACC0665,2020-08-14,2020,August,8,Friday,Maharashtra,Aurangabad,Low,0,Hazy,State Highway,SUV,Morning (6-10),0
ACC0666,2021-02-17,2021,February,2,Wednesday,Maharashtra,Nashik,Low,2,Rainy,Service Road,SUV,Night (19-23),0
ACC0667,2023-09-09,2023,September,9,Saturday,West Bengal,Durgapur,High,9,Stormy,National Highway,Two-Wheeler,Afternoon (10-15),1
ACC0668,2023-05-25,2023,May,5,Thursday,Maharashtra,Mumbai,Medium,2,Rainy,Rural Road,SUV,Morning (6-10),0
ACC0669,2022-01-09,2022,January,1,Sunday,Telangana,Karimnagar,High,5,Foggy,Expressway,Two-Wheeler,Late Night (23-6),1
ACC0670,2020-03-24,2020,March,3,Tuesday,Maharashtra,Nagpur,High,13,Clear,National Highway,Car,Afternoon (10-15),1
ACC0671,2022-12-24,2022,December,12,Saturday,Madhya Pradesh,Indore,Medium,3,Rainy,Expressway,Tempo,Afternoon (10-15),0
ACC0672,2023-02-17,2023,February,2,Friday,Telangana,Karimnagar,Low,2,Hazy,Expressway,Two-Wheeler,Night (19-23),0
ACC0673,2023-12-09,2023,December,12,Saturday,Madhya Pradesh,Bhopal,High,13,Rainy,Rural Road,Auto-Rickshaw,Evening (15-19),1
ACC0674,2023-09-08,2023,September,9,Friday,Tamil Nadu,Tiruchirappalli,Medium,4,Stormy,Urban Road,Auto-Rickshaw,Evening (15-19),0
ACC0675,2022-01-31,2022,January,1,Monday,Madhya Pradesh,Jabalpur,Medium,3,Hazy,Expressway,Auto-Rickshaw,Afternoon (10-15),0
ACC0676,2022-02-07,2022,February,2,Monday,Telangana,Nizamabad,High,12,Foggy,Rural Road,Car,Morning (6-10),1
ACC0677,2021-08-05,2021,August,8,Thursday,Bihar,Patna,Low,1,Stormy,National Highway,Two-Wheeler,Afternoon (10-15),0
ACC0678,2021-03-15,2021,March,3,Monday,Gujarat,Ahmedabad,High,13,Hazy,Expressway,Auto-Rickshaw,Late Night (23-6),1
ACC0679,2023-03-16,2023,March,3,Thursday,Tamil Nadu,Chennai,Medium,3,Clear,State Highway,Two-Wheeler,Evening (15-19),0
ACC0680,2023-04-07,2023,April,4,Friday,Rajasthan,Jodhpur,High,6,Foggy,Expressway,Bus,Late Night (23-6),1
ACC0681,2021-03-21,2021,March,3,Sunday,Maharashtra,Nagpur,Low,2,Cloudy,Service Road,Auto-Rickshaw,Morning (6-10),0
ACC0682,2023-05-04,2023,May,5,Thursday,Karnataka,Bengaluru,High,11,Hazy,National Highway,SUV,Morning (6-10),1
ACC0683,2021-11-15,2021,November,11,Monday,Gujarat,Rajkot,High,6,Cloudy,State Highway,Tempo,Late Night (23-6),1
ACC0684,2020-01-24,2020,January,1,Friday,Madhya Pradesh,Bhopal,Medium,4,Foggy,Expressway,Auto-Rickshaw,Afternoon (10-15),0
ACC0685,2021-10-31,2021,October,10,Sunday,Telangana,Warangal,Low,2,Rainy,Rural Road,Bus,Late Night (23-6),0
ACC0686,2023-03-24,2023,March,3,Friday,Telangana,Hyderabad,Medium,5,Rainy,State Highway,Truck,Evening (15-19),0
ACC0687,2020-06-18,2020,June,6,Thursday,West Bengal,Durgapur,Low,1,Hazy,Urban Road,Car,Night (19-23),0
ACC0688,2022-10-24,2022,October,10,Monday,Madhya Pradesh,Indore,Medium,3,Rainy,Rural Road,Bus,Late Night (23-6),0
ACC0689,2021-02-05,2021,February,2,Friday,Telangana,Khammam,Medium,3,Hazy,National Highway,Two-Wheeler,Night (19-23),0
ACC0690,2021-10-24,2021,October,10,Sunday,Bihar,Patna,Medium,5,Clear,Urban Road,Two-Wheeler,Afternoon (10-15),0
ACC0691,2021-10-18,2021,October,10,Monday,Gujarat,Gandhinagar,Low,1,Hazy,State Highway,Two-Wheeler,Late Night (23-6),0
ACC0692,2022-06-24,2022,June,6,Friday,Bihar,Gaya,Low,0,Cloudy,State Highway,Tempo,Evening (15-19),0
ACC0693,2020-11-15,2020,November,11,Sunday,Maharashtra,Mumbai,Low,2,Hazy,State Highway,SUV,Evening (15-19),0
ACC0694,2020-01-29,2020,January,1,Wednesday,Gujarat,Ahmedabad,Medium,2,Foggy,Urban Road,Truck,Late Night (23-6),0
ACC0695,2021-03-09,2021,March,3,Tuesday,Rajasthan,Ajmer,High,13,Stormy,Rural Road,Auto-Rickshaw,Afternoon (10-15),1
ACC0696,2023-11-24,2023,November,11,Friday,Uttar Pradesh,Varanasi,High,13,Stormy,National Highway,Two-Wheeler,Afternoon (10-15),1
ACC0697,2020-05-03,2020,May,5,Sunday,Karnataka,Mysuru,Medium,2,Hazy,Rural Road,Tempo,Morning (6-10),0
ACC0698,2020-05-16,2020,May,5,Saturday,Madhya Pradesh,Gwalior,High,15,Hazy,Urban Road,SUV,Morning (6-10),1
ACC0699,2020-02-09,2020,February,2,Sunday,Karnataka,Mangaluru,High,13,Rainy,Service Road,Car,Evening (15-19),1
ACC0700,2022-09-19,2022,September,9,Monday,Bihar,Darbhanga,Low,2,Clear,Rural Road,Auto-Rickshaw,Morning (6-10),0
ACC0701,2020-03-22,2020,March,3,Sunday,Rajasthan,Ajmer,Medium,5,Foggy,Service Road,Truck,Morning (6-10),0
ACC0702,2021-12-11,2021,December,12,Saturday,Gujarat,Vadodara,Medium,6,Hazy,Urban Road,SUV,Morning (6-10),0
ACC0703,2023-07-05,2023,July,7,Wednesday,Karnataka,Mangaluru,High,9,Clear,State Highway,Truck,Evening (15-19),1
ACC0704,2022-03-15,2022,March,3,Tuesday,Tamil Nadu,Chennai,Medium,6,Hazy,Service Road,Tempo,Afternoon (10-15),0
ACC0705,2022-05-04,2022,May,5,Wednesday,Rajasthan,Ajmer,Medium,4,Rainy,Expressway,Two-Wheeler,Night (19-23),0
ACC0706,2023-01-15,2023,January,1,Sunday,Tamil Nadu,Coimbatore,Low,2,Hazy,Service Road,SUV,Afternoon (10-15),0
ACC0707,2020-10-09,2020,October,10,Friday,Karnataka,Belagavi,Medium,3,Rainy,Service Road,Auto-Rickshaw,Afternoon (10-15),0
ACC0708,2021-10-12,2021,October,10,Tuesday,Maharashtra,Aurangabad,High,6,Stormy,State Highway,Two-Wheeler,Afternoon (10-15),1
ACC0709,2020-03-01,2020,March,3,Sunday,Gujarat,Rajkot,Low,2,Cloudy,Service Road,Tempo,Evening (15-19),0
ACC0710,2020-11-07,2020,November,11,Saturday,Rajasthan,Jaipur,Low,2,Rainy,Expressway,Two-Wheeler,Late Night (23-6),0
ACC0711,2023-03-07,2023,March,3,Tuesday,Bihar,Gaya,Medium,2,Stormy,Urban Road,Car,Night (19-23),0
ACC0712,2020-10-01,2020,October,10,Thursday,Telangana,Khammam,Medium,4,Cloudy,State Highway,SUV,Night (19-23),0
ACC0713,2022-10-03,2022,October,10,Monday,West Bengal,Howrah,Low,0,Rainy,Rural Road,SUV,Morning (6-10),0
ACC0714,2021-07-06,2021,July,7,Tuesday,Madhya Pradesh,Indore,Medium,3,Hazy,State Highway,Car,Afternoon (10-15),0
ACC0715,2022-06-18,2022,June,6,Saturday,Bihar,Muzaffarpur,Medium,5,Hazy,State Highway,Bus,Night (19-23),0
ACC0716,2020-03-26,2020,March,3,Thursday,Bihar,Muzaffarpur,Medium,6,Hazy,Service Road,Auto-Rickshaw,Late Night (23-6),0
ACC0717,2023-01-03,2023,January,1,Tuesday,Telangana,Hyderabad,Low,1,Stormy,National Highway,Truck,Late Night (23-6),0
ACC0718,2023-01-06,2023,January,1,Friday,Madhya Pradesh,Bhopal,Medium,2,Stormy,State Highway,Two-Wheeler,Night (19-23),0
ACC0719,2022-03-26,2022,March,3,Saturday,Karnataka,Hubli,Low,1,Cloudy,Expressway,Car,Late Night (23-6),0
ACC0720,2020-10-18,2020,October,10,Sunday,West Bengal,Siliguri,Medium,2,Clear,State Highway,SUV,Late Night (23-6),0
ACC0721,2023-11-26,2023,November,11,Sunday,Telangana,Warangal,Medium,5,Cloudy,National Highway,Truck,Night (19-23),0
ACC0722,2023-04-23,2023,April,4,Sunday,Rajasthan,Kota,Low,2,Clear,Service Road,Tempo,Afternoon (10-15),0
ACC0723,2020-09-10,2020,September,9,Thursday,Maharashtra,Mumbai,Medium,4,Hazy,National Highway,Auto-Rickshaw,Night (19-23),0
ACC0724,2022-11-13,2022,November,11,Sunday,Bihar,Gaya,Medium,2,Cloudy,State Highway,Two-Wheeler,Late Night (23-6),0
ACC0725,2023-09-12,2023,September,9,Tuesday,Tamil Nadu,Coimbatore,Low,2,Rainy,National Highway,Bus,Evening (15-19),0
ACC0726,2021-09-25,2021,September,9,Saturday,West Bengal,Asansol,Low,0,Hazy,State Highway,Car,Late Night (23-6),0
ACC0727,2021-06-02,2021,June,6,Wednesday,Uttar Pradesh,Varanasi,High,13,Cloudy,National Highway,Auto-Rickshaw,Night (19-23),1
ACC0728,2021-05-02,2021,May,5,Sunday,Rajasthan,Ajmer,Medium,5,Hazy,Rural Road,Car,Late Night (23-6),0
ACC0729,2023-05-14,2023,May,5,Sunday,Uttar Pradesh,Kanpur,Medium,6,Stormy,State Highway,Car,Afternoon (10-15),0
ACC0730,2020-10-30,2020,October,10,Friday,Uttar Pradesh,Agra,Low,0,Clear,Service Road,Auto-Rickshaw,Late Night (23-6),0
ACC0731,2021-09-03,2021,September,9,Friday,Gujarat,Ahmedabad,Low,0,Clear,State Highway,Tempo,Evening (15-19),0
ACC0732,2023-06-05,2023,June,6,Monday,Bihar,Darbhanga,Low,1,Stormy,Service Road,Auto-Rickshaw,Evening (15-19),0
ACC0733,2020-03-14,2020,March,3,Saturday,Maharashtra,Nagpur,Medium,5,Foggy,National Highway,SUV,Night (19-23),0
ACC0734,2023-02-01,2023,February,2,Wednesday,Maharashtra,Nagpur,Low,2,Cloudy,Urban Road,Two-Wheeler,Late Night (23-6),0
ACC0735,2022-04-27,2022,April,4,Wednesday,Telangana,Warangal,Low,0,Hazy,National Highway,Auto-Rickshaw,Late Night (23-6),0
ACC0736,2020-06-28,2020,June,6,Sunday,West Bengal,Durgapur,Medium,6,Hazy,Urban Road,Two-Wheeler,Late Night (23-6),0
ACC0737,2023-03-23,2023,March,3,Thursday,Bihar,Bhagalpur,Medium,5,Rainy,Expressway,Tempo,Night (19-23),0
ACC0738,2022-10-05,2022,October,10,Wednesday,Tamil Nadu,Tiruchirappalli,High,8,Rainy,National Highway,Car,Morning (6-10),1
ACC0739,2022-08-10,2022,August,8,Wednesday,Maharashtra,Pune,High,11,Stormy,National Highway,Two-Wheeler,Evening (15-19),1
ACC0740,2023-02-21,2023,February,2,Tuesday,Rajasthan,Jaipur,Low,1,Hazy,Urban Road,SUV,Morning (6-10),0
ACC0741,2021-09-22,2021,September,9,Wednesday,Karnataka,Belagavi,Medium,2,Stormy,National Highway,Tempo,Evening (15-19),0
ACC0742,2021-11-30,2021,November,11,Tuesday,Madhya Pradesh,Ujjain,High,7,Stormy,State Highway,Two-Wheeler,Evening (15-19),1
ACC0743,2023-10-09,2023,October,10,Monday,West Bengal,Siliguri,Medium,5,Clear,State Highway,Tempo,Night (19-23),0
ACC0744,2023-01-04,2023,January,1,Wednesday,Gujarat,Rajkot,High,5,Cloudy,Expressway,Two-Wheeler,Late Night (23-6),1
ACC0745,2023-10-20,2023,October,10,Friday,Gujarat,Gandhinagar,Low,2,Stormy,Service Road,Two-Wheeler,Evening (15-19),0
ACC0746,2020-05-15,2020,May,5,Friday,Tamil Nadu,Madurai,Low,1,Clear,Service Road,Auto-Rickshaw,Afternoon (10-15),0
ACC0747,2023-03-15,2023,March,3,Wednesday,Bihar,Muzaffarpur,Medium,4,Rainy,Service Road,SUV,Evening (15-19),0
ACC0748,2023-12-24,2023,December,12,Sunday,Uttar Pradesh,Agra,Low,0,Cloudy,Urban Road,Bus,Evening (15-19),0
ACC0749,2021-03-18,2021,March,3,Thursday,Telangana,Nizamabad,Low,0,Rainy,State Highway,Car,Night (19-23),0
ACC0750,2022-11-02,2022,November,11,Wednesday,Uttar Pradesh,Varanasi,Low,1,Stormy,Rural Road,Tempo,Late Night (23-6),0
ACC0751,2021-09-27,2021,September,9,Monday,Gujarat,Surat,High,13,Clear,Service Road,Truck,Afternoon (10-15),1
ACC0752,2020-03-15,2020,March,3,Sunday,West Bengal,Siliguri,High,6,Hazy,National Highway,Two-Wheeler,Morning (6-10),1
ACC0753,2023-11-08,2023,November,11,Wednesday,Bihar,Patna,Medium,2,Foggy,National Highway,Auto-Rickshaw,Evening (15-19),0
ACC0754,2020-02-16,2020,February,2,Sunday,Bihar,Bhagalpur,High,10,Hazy,State Highway,Truck,Evening (15-19),1
ACC0755,2021-07-20,2021,July,7,Tuesday,Telangana,Nizamabad,Medium,4,Cloudy,State Highway,Truck,Evening (15-19),0
ACC0756,2020-08-22,2020,August,8,Saturday,Uttar Pradesh,Noida,High,8,Stormy,Expressway,Two-Wheeler,Late Night (23-6),1
ACC0757,2021-10-14,2021,October,10,Thursday,Karnataka,Mysuru,High,14,Hazy,State Highway,Truck,Morning (6-10),1
ACC0758,2021-09-29,2021,September,9,Wednesday,Bihar,Bhagalpur,Medium,3,Stormy,National Highway,Bus,Morning (6-10),0
ACC0759,2020-08-04,2020,August,8,Tuesday,Madhya Pradesh,Bhopal,Low,0,Clear,Service Road,Auto-Rickshaw,Late Night (23-6),0
ACC0760,2023-07-13,2023,July,7,Thursday,West Bengal,Durgapur,Medium,3,Foggy,Service Road,SUV,Late Night (23-6),0
ACC0761,2020-06-09,2020,June,6,Tuesday,West Bengal,Durgapur,Low,2,Rainy,Rural Road,Car,Night (19-23),0
ACC0762,2021-09-27,2021,September,9,Monday,West Bengal,Siliguri,High,7,Rainy,Expressway,Two-Wheeler,Evening (15-19),1
ACC0763,2022-03-13,2022,March,3,Sunday,Tamil Nadu,Madurai,Medium,2,Foggy,National Highway,Bus,Morning (6-10),0
ACC0764,2021-12-20,2021,December,12,Monday,West Bengal,Siliguri,Low,1,Rainy,Expressway,Auto-Rickshaw,Afternoon (10-15),0
ACC0765,2022-11-06,2022,November,11,Sunday,Maharashtra,Nashik,High,10,Hazy,Expressway,Tempo,Morning (6-10),1
ACC0766,2021-09-10,2021,September,9,Friday,Telangana,Karimnagar,Medium,3,Cloudy,Expressway,Truck,Late Night (23-6),0
ACC0767,2020-11-21,2020,November,11,Saturday,West Bengal,Siliguri,Low,2,Clear,Expressway,Bus,Night (19-23),0
ACC0768,2023-03-07,2023,March,3,Tuesday,Gujarat,Gandhinagar,Low,2,Hazy,Service Road,Car,Late Night (23-6),0
ACC0769,2022-09-23,2022,September,9,Friday,Maharashtra,Aurangabad,Medium,6,Stormy,National Highway,SUV,Night (19-23),0
ACC0770,2020-12-26,2020,December,12,Saturday,Karnataka,Mangaluru,Medium,6,Clear,Rural Road,Two-Wheeler,Night (19-23),0
ACC0771,2023-08-13,2023,August,8,Sunday,Uttar Pradesh,Lucknow,High,14,Rainy,Service Road,SUV,Morning (6-10),1
ACC0772,2020-10-27,2020,October,10,Tuesday,Tamil Nadu,Salem,Medium,6,Stormy,Expressway,Bus,Afternoon (10-15),0
ACC0773,2021-02-25,2021,February,2,Thursday,Gujarat,Vadodara,High,15,Stormy,Urban Road,Bus,Evening (15-19),1
ACC0774,2020-07-01,2020,July,7,Wednesday,Bihar,Patna,High,11,Stormy,State Highway,SUV,Evening (15-19),1
ACC0775,2020-05-07,2020,May,5,Thursday,Gujarat,Gandhinagar,Low,2,Clear,Urban Road,Car,Evening (15-19),0
ACC0776,2020-03-04,2020,March,3,Wednesday,Rajasthan,Kota,Medium,4,Hazy,Service Road,Bus,Night (19-23),0
ACC0777,2022-02-20,2022,February,2,Sunday,Madhya Pradesh,Ujjain,Medium,5,Rainy,State Highway,Truck,Late Night (23-6),0
ACC0778,2022-02-26,2022,February,2,Saturday,Gujarat,Rajkot,Low,2,Rainy,State Highway,Truck,Morning (6-10),0
ACC0779,2020-05-26,2020,May,5,Tuesday,Uttar Pradesh,Kanpur,High,15,Hazy,Rural Road,Truck,Morning (6-10),1
ACC0780,2020-10-08,2020,October,10,Thursday,Madhya Pradesh,Jabalpur,Medium,5,Hazy,Expressway,Truck,Night (19-23),0
ACC0781,2022-11-09,2022,November,11,Wednesday,Madhya Pradesh,Ujjain,Low,0,Cloudy,State Highway,Bus,Late Night (23-6),0
ACC0782,2020-01-16,2020,January,1,Thursday,Bihar,Muzaffarpur,Low,2,Hazy,Urban Road,Bus,Late Night (23-6),0
ACC0783,2023-03-26,2023,March,3,Sunday,Gujarat,Ahmedabad,Medium,4,Clear,National Highway,Auto-Rickshaw,Night (19-23),0
ACC0784,2023-11-15,2023,November,11,Wednesday,Maharashtra,Pune,High,9,Hazy,Rural Road,Auto-Rickshaw,Morning (6-10),1
ACC0785,2022-12-07,2022,December,12,Wednesday,Bihar,Patna,Medium,2,Rainy,Service Road,Tempo,Late Night (23-6),0
ACC0786,2023-04-02,2023,April,4,Sunday,Karnataka,Belagavi,High,13,Clear,National Highway,Bus,Night (19-23),1
ACC0787,2022-11-15,2022,November,11,Tuesday,West Bengal,Durgapur,Medium,4,Hazy,Urban Road,Two-Wheeler,Afternoon (10-15),0
ACC0788,2020-03-13,2020,March,3,Friday,Bihar,Bhagalpur,High,9,Hazy,National Highway,Tempo,Night (19-23),1
ACC0789,2023-03-30,2023,March,3,Thursday,Tamil Nadu,Tiruchirappalli,Medium,4,Clear,Service Road,Auto-Rickshaw,Morning (6-10),0
ACC0790,2021-08-10,2021,August,8,Tuesday,West Bengal,Kolkata,Medium,4,Rainy,Urban Road,Truck,Late Night (23-6),0
ACC0791,2021-07-29,2021,July,7,Thursday,Karnataka,Hubli,Medium,6,Clear,State Highway,Auto-Rickshaw,Afternoon (10-15),0
ACC0792,2023-09-11,2023,September,9,Monday,West Bengal,Asansol,Low,2,Rainy,State Highway,Bus,Afternoon (10-15),0
ACC0793,2022-12-16,2022,December,12,Friday,Uttar Pradesh,Agra,High,14,Clear,State Highway,SUV,Night (19-23),1
ACC0794,2022-04-25,2022,April,4,Monday,Madhya Pradesh,Indore,Medium,3,Hazy,State Highway,Auto-Rickshaw,Evening (15-19),0
ACC0795,2020-04-21,2020,April,4,Tuesday,Karnataka,Bengaluru,Low,1,Clear,Rural Road,Two-Wheeler,Night (19-23),0
ACC0796,2022-12-26,2022,December,12,Monday,Rajasthan,Kota,High,12,Hazy,Urban Road,Truck,Late Night (23-6),1
ACC0797,2022-06-09,2022,June,6,Thursday,Uttar Pradesh,Agra,Low,1,Cloudy,Expressway,Tempo,Morning (6-10),0
